dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
61,587,8899,94,903,9912,73,649,7256,37
83,647,5077,27,977,3437,62,785,4542,27
88,106,2872,42,270,5239,3,46,3240,37
85,554,6550,89,780,2249,43,685,1985,73
12,734,1507,13,715,9773,61,568,3590,8
58,142,3576,31,641,4146,56,112,3066,66
18,161,6798,16,485,4073,33,248,5242,16
48,601,2878,4,139,7855,81,802,98,37
99,893,5907,97,775,6669,69,404,2082,26
11,930,3240,2,499,6430,18,739,2441,22
60,988,3630,26,214,2650,67,169,3816,48
18,928,5637,80,55,2627,50,230,3661,24
75,352,5697,27,6,7990,46,454,9887,84
8,227,5547,51,576,696,62,6,1150,35
70,276,9746,42,380,3965,59,378,2502,93
27,989,1309,35,617,3725,55,915,2503,65
77,658,7280,35,779,9421,19,187,7421,9
94,95,3873,49,997,1055,52,122,9723,69
51,497,4533,34,970,7642,65,671,9848,72
82,0,8786,51,373,9761,88,379,9587,90
15,178,351,6,391,7539,38,339,8508,32
68,160,1947,68,991,9008,91,516,7430,69
98,537,5689,77,708,6397,33,779,9558,31
11,937,9357,98,243,7730,55,574,940,58
24,309,1914,38,480,2685,54,471,364,48
51,44,8104,15,450,1479,90,43,8470,59
84,666,4548,27,509,2329,16,181,1314,28
99,818,3406,44,321,8268,72,404,9618,54
52,27,9237,43,19,4101,94,875,2693,67
22,211,4292,12,831,9634,6,160,5727,6
15,519,2510,91,94,9583,96,196,9162,63
56,857,8132,97,889,461,28,683,2586,72
38,926,7416,63,977,7026,31,246,5993,0
52,4,3857,29,775,5196,67,60,5847,7
41,522,2039,10,516,5674,32,422,6732,29
57,340,5734,69,237,6943,34,17,1401,43
38,199,8497,12,707,4307,27,900,8144,40
13,665,450,25,43,8377,85,824,6580,31
94,633,6420,58,354,3224,9,314,8507,3
4,187,2289,81,695,4434,87,4,2545,91
34,301,9510,8,789,738,44,808,5320,16
86,139,9568,83,763,4279,72,376,9282,52
92,746,328,30,987,8368,43,465,592,45
74,12,5455,38,191,3061,87,216,3428,86
17,713,112,45,665,9074,2,480,6646,90
75,371,273,81,862,2225,77,779,2070,12
8,348,8680,54,765,3613,64,653,6394,23
73,263,4845,16,223,6068,92,896,7964,22
57,425,7991,1,265,4005,13,628,5926,81
16,101,5616,87,350,6887,66,504,873,5
6,704,9788,40,57,2438,89,9,866,54
45,392,9210,58,154,3752,2,199,7502,5
12,643,233,24,166,9103,61,374,759,8
39,352,1076,67,37,4965,92,530,5133,10
41,310,6937,82,377,3314,17,789,7725,70
8,873,4274,86,373,1170,50,196,4501,50
49,499,3356,63,104,9704,30,471,1847,16
26,212,9299,27,907,105,33,297,2853,69
65,378,9822,64,679,5748,16,586,2772,52
4,838,5080,10,283,8853,69,169,6050,50
28,54,9291,5,770,4206,32,874,6276,74
36,95,331,79,760,6713,15,259,1720,58
37,312,7549,97,680,2661,72,601,951,65
82,184,7995,33,801,4091,65,905,166,19
7,422,1047,75,110,6774,72,13,7462,60
64,667,2407,62,925,9951,17,255,1525,28
85,665,2068,17,669,2542,17,465,5026,46
16,504,6839,38,63,605,76,179,9336,87
70,612,66,11,709,854,81,190,1424,64
88,353,9783,91,2,6976,85,397,9005,3
44,72,3790,82,466,6426,13,717,4411,48
3,837,9996,69,146,9492,58,809,2690,93
35,21,3750,55,163,176,43,390,628,38
69,200,39,39,943,5064,34,505,6564,92
30,172,1545,29,390,3156,2,457,9551,65
18,654,1265,3,475,9096,88,74,8762,4
60,448,7722,83,729,2631,70,345,8274,28
53,351,4319,42,576,6274,58,378,4879,92
38,494,1348,62,336,5598,18,649,9080,32
90,145,7848,52,791,8962,47,719,3929,64
73,266,9271,20,246,5533,12,490,7244,10
89,994,9718,77,244,1367,59,201,6004,79
18,864,9459,29,613,6526,5,946,6994,9
38,387,4683,7,930,2687,18,758,4613,99
66,33,3567,48,184,4323,88,139,485,13
44,303,5474,45,743,3891,17,531,6615,21
12,82,1875,41,390,865,26,677,3727,36
91,559,39,16,817,8363,97,959,5770,21
57,843,3767,37,477,6989,68,620,8135,81
19,295,2123,42,249,3609,17,876,4114,85
91,698,755,93,324,7435,71,828,4984,92
71,483,8263,23,447,5494,44,604,9722,72
60,943,8401,8,166,467,98,117,5494,34
38,296,9511,80,656,8722,9,675,7028,15
0,405,6516,49,144,4557,46,522,3240,55
2,366,4968,49,189,8326,95,671,6248,40
76,319,2823,18,612,9416,50,923,1421,0
91,203,1102,55,50,8376,14,201,7840,15
61,48,7675,98,477,3574,73,492,3721,56
62,629,7026,21,581,7820,40,59,5957,50
24,694,8771,60,342,3014,92,414,877,53
55,603,9822,66,816,107,50,537,5616,45
32,270,1317,65,799,3822,67,676,3007,68
37,643,184,4,883,8118,35,717,1194,10
5,647,9143,21,316,3273,38,786,9432,62
57,478,2747,26,65,8544,35,386,3795,25
43,894,4800,70,992,5595,54,680,3778,43
44,827,2344,86,186,8490,63,64,2937,79
31,638,9663,18,418,38,89,82,5659,98
44,345,3033,83,105,9825,11,553,4124,3
60,898,906,85,767,8013,27,729,4836,29
46,742,3243,17,14,6973,51,865,1919,67
20,902,5423,27,274,2275,73,669,9123,58
79,846,3053,23,843,8624,26,393,2525,57
84,211,5534,73,419,1476,30,321,8384,65
74,912,6626,53,543,8638,70,93,6986,56
35,891,5595,76,324,5019,48,277,7699,85
98,223,3582,36,747,9667,45,11,2048,71
18,521,6427,43,464,7722,28,953,165,0
19,79,4764,78,649,5131,15,981,9795,7
56,111,1073,87,342,5188,73,642,2308,61
17,793,642,22,859,7598,17,307,5709,19
46,277,1260,86,513,4181,25,416,6594,41
48,398,7575,90,702,1465,45,259,3582,11
13,511,6229,53,706,612,51,118,6614,57
14,569,8562,70,629,9764,4,980,2109,48
30,763,1353,15,388,9406,86,644,351,82
0,827,3606,54,269,2495,86,362,6675,41
53,331,1218,27,692,1426,21,918,5417,26
2,166,3399,75,878,1728,95,465,5029,38
15,898,4143,79,251,9503,64,618,1395,24
86,443,8976,54,907,7590,97,900,5695,47
56,692,4720,66,414,4367,94,523,4455,54
74,407,6227,61,493,1234,31,607,9348,0
11,438,3767,0,475,5404,67,528,4564,53
73,513,103,64,144,7409,85,955,4745,31
95,707,1465,37,105,2659,69,988,8716,66
15,406,7111,61,658,8711,32,69,1241,38
71,381,9564,42,874,3890,63,81,5191,27
75,58,2869,83,337,2948,87,997,976,2
23,568,7347,94,573,6990,16,880,9007,19
27,982,5370,44,527,8079,67,505,2476,75
7,711,7211,81,250,6936,98,739,6635,3
91,425,2329,41,137,1959,77,441,7347,16
35,619,5184,88,278,7532,41,204,5253,82
89,139,8516,80,548,2364,18,174,6990,91
7,200,7570,41,970,1500,65,844,645,22
57,586,7564,88,474,8911,38,5,1112,27
59,236,115,3,939,773,68,293,6889,7
49,478,1184,4,461,8314,24,231,1567,0
27,512,5814,25,546,4442,74,708,905,19
91,866,5609,37,112,7471,75,860,5635,84
40,565,5781,22,978,2243,34,50,4025,23
99,759,5401,73,430,2459,30,576,1580,9
63,810,5206,75,942,1775,41,212,3895,70
26,957,9765,65,328,5212,2,994,2423,57
62,910,8292,0,620,8486,66,889,8737,81
16,518,9920,78,138,8711,87,621,5914,98
72,411,3788,86,25,6013,35,373,4877,33
32,751,3562,74,373,2606,45,922,2242,36
83,773,7673,21,532,669,98,766,6507,70
76,787,5293,84,213,6296,92,575,438,78
91,855,8309,7,122,7500,87,885,1004,98
28,937,8461,18,620,6267,58,834,4146,4
12,995,6773,48,344,980,24,581,2546,30
45,549,6888,0,388,2751,44,133,9222,63
34,701,3250,81,362,2751,88,1,5372,9
5,843,9989,1,208,4909,61,607,9125,23
81,770,3714,51,96,5282,15,828,6810,68
68,155,3431,91,419,7216,90,824,760,49
46,11,2725,11,164,2464,75,927,102,29
24,758,2946,18,534,7087,64,897,6625,86
65,847,7724,14,582,5796,43,25,8244,80
9,171,5943,17,360,3129,62,269,7766,84
55,526,3182,38,919,7860,72,76,89,16
29,373,9566,98,341,2055,60,919,5864,62
4,310,3940,90,146,170,18,293,1474,94
32,94,8909,94,178,9444,21,877,3840,76
64,244,361,51,292,8589,33,720,9727,40
17,980,3898,97,645,8870,29,987,9209,37
95,337,4849,52,430,3559,12,488,2145,79
48,943,1408,13,136,6635,51,648,12,45
10,773,5081,57,900,2444,34,24,2500,9
84,63,962,89,6,4670,41,682,8769,17
25,720,909,58,95,4692,61,841,6787,26
62,726,1654,89,615,3229,19,862,3420,31
88,546,3099,11,66,7448,84,589,5956,28
85,465,518,80,677,6356,76,904,6506,86
58,10,1758,94,157,1535,7,698,2208,39
26,790,4707,9,866,4423,24,294,1461,53
48,312,947,20,561,2747,4,977,4885,57
76,80,4222,11,937,8400,98,287,5832,97
32,581,3117,14,791,6342,5,59,3402,95
97,983,682,1,116,1323,18,702,8866,24
98,369,8055,25,948,5656,15,347,5933,72
0,164,584,34,951,7636,18,989,4105,3
20,62,2848,72,274,6824,97,629,681,34
54,79,1950,67,146,157,37,595,735,57
5,988,5669,39,136,3808,86,154,1572,54
91,28,4351,50,266,5876,85,185,8628,3
80,499,8867,90,908,4310,23,177,7703,63
68,681,1148,11,493,3109,56,715,3675,44
94,667,2237,74,907,4170,94,159,3978,19
4,911,5835,89,873,2558,57,85,7093,48
2,450,7319,32,459,9127,43,991,1361,89
52,617,1023,12,257,827,55,890,2848,84
22,983,7203,41,785,5687,23,151,4614,86
52,273,542,33,248,8076,35,541,8437,97
36,943,3462,61,372,3550,81,356,5937,82
73,400,9822,41,127,9126,18,40,7833,2
73,240,5275,16,483,933,77,800,4865,60
82,329,3136,22,449,5144,15,277,4663,75
16,228,792,97,937,7612,37,398,6482,66
84,664,2638,86,142,9209,13,942,8540,28
77,355,7267,27,596,9081,84,825,9613,91
72,494,7844,48,666,9332,48,748,9626,87
0,303,5463,35,695,2199,13,25,9542,43
50,342,1083,7,92,3145,36,532,6996,54
44,177,2920,98,973,7985,38,793,100,71
76,18,3663,23,608,8852,45,805,784,97
3,969,3235,68,975,9666,14,679,1270,10
61,330,5265,36,856,6624,0,504,7293,9
64,40,838,88,78,8582,92,690,3735,85
31,260,9518,32,257,9148,13,346,3249,21
33,261,3520,19,509,8066,10,146,9545,66
91,386,7459,55,63,5685,77,228,6944,80
94,300,5165,99,844,5671,93,180,4794,44
71,229,1238,6,480,8253,97,268,8969,98
38,586,1452,82,338,9884,61,90,1184,61
25,700,262,69,536,8989,84,121,1465,21
33,111,6788,15,682,5797,65,507,1111,16
53,362,5593,68,197,2557,48,756,8650,23
2,745,3019,61,162,9513,33,947,3792,48
49,175,6932,63,781,5527,52,875,5885,30
11,407,6960,83,321,3782,71,573,1650,0
64,365,4007,79,270,3339,6,806,6003,90
53,559,2473,64,577,7493,42,467,3099,44
4,409,6087,4,479,8495,62,835,831,42
93,176,3998,93,504,3339,32,812,4306,81
93,473,2712,79,995,3764,19,927,3885,48
56,727,3710,16,609,9573,87,247,3261,37
16,743,5102,53,163,2400,61,295,5974,93
46,438,8738,15,985,6883,36,108,8227,29
22,899,2115,12,626,4682,13,873,1505,3
78,48,580,54,24,9038,78,908,732,0
84,969,5444,78,688,5936,11,451,6144,39
13,609,1167,97,62,6017,99,334,3110,31
65,811,1502,26,48,8929,91,459,6075,34
74,796,7293,13,510,3360,44,522,6765,15
50,281,8617,45,453,2805,3,297,8098,98
37,466,4397,99,933,9806,50,499,7538,95
63,468,4393,26,135,5794,56,203,5606,2
97,210,6545,85,131,4383,65,669,4747,96
37,126,8707,0,373,9470,4,464,5713,98
49,316,3961,47,455,7830,24,642,420,52
97,295,1568,12,491,1619,11,797,7951,55
81,613,5531,65,359,1987,96,910,4458,68
29,18,4426,21,140,8992,25,212,6144,41
78,721,9450,87,40,8140,27,459,1457,54
90,653,2929,52,515,7611,35,250,4050,23
50,290,6065,66,494,8710,20,128,1725,20
62,849,2280,68,70,234,3,416,6972,95
97,859,7928,8,423,8383,62,960,385,8
51,146,5839,77,115,6827,29,35,6112,0
37,88,3409,50,943,7290,58,81,6409,44
96,846,1746,98,912,7915,4,29,9332,60
87,239,7437,82,675,299,43,503,5371,0
78,880,1756,4,835,8019,30,638,6865,51
29,898,7452,80,712,6676,83,222,3912,9
50,854,1842,70,997,9812,65,809,5535,60
80,433,6337,72,684,3176,55,288,6826,52
4,748,2661,22,429,5864,25,8,7644,32
28,651,9237,1,878,8900,51,916,2997,36
3,95,9102,66,719,6293,37,24,5386,84
9,181,3219,44,324,9281,96,345,3901,62
55,859,6955,62,676,4475,22,309,9936,66
16,737,8442,97,325,5210,78,442,8535,52
73,192,1874,83,205,1447,67,276,7836,43
16,137,9892,25,566,3636,48,629,1032,8
83,369,9116,29,962,4273,77,889,4009,26
87,794,1234,81,141,1296,4,556,1861,62
68,587,4491,48,586,216,27,876,9860,90
33,492,8793,76,776,9260,40,514,8612,4
5,867,172,84,817,8497,83,604,8295,77
52,244,233,42,389,8521,62,834,6793,47
65,864,3000,61,483,5852,19,689,6605,65
76,835,227,85,864,2454,79,736,9401,11
42,404,6644,31,179,1709,75,583,8846,38
74,147,213,89,950,3609,34,204,3107,15
22,369,7030,15,946,3525,53,949,744,34
54,656,3464,9,254,794,98,202,2005,79
79,115,930,78,278,2890,9,647,2593,8
94,301,8686,62,851,9613,5,261,8360,89
74,929,8610,10,237,2795,34,556,8156,0
15,845,1130,58,432,6131,3,723,7260,6
7,521,1108,45,278,9504,32,49,5613,71
3,120,2536,86,874,2969,15,333,8138,26
3,659,6207,68,633,2262,12,53,7446,16
55,959,2228,1,699,2662,6,641,929,19
24,957,255,0,17,7094,47,339,6290,77
66,226,2584,72,770,9272,13,337,9136,27
95,974,7334,2,385,4772,7,542,8878,5
66,934,9269,66,185,8556,61,247,894,47
26,730,2986,2,184,2898,74,109,1537,17
92,829,518,78,105,6225,14,768,3627,83
31,78,3505,91,784,7112,85,312,8846,47
49,978,6346,44,645,8552,79,607,6997,56
60,345,4651,37,869,1649,92,638,9358,98
50,139,6428,31,868,9378,25,604,7570,7
18,535,1366,37,283,9547,68,782,2617,90
20,820,1471,2,462,8944,57,135,7037,59
4,739,5417,70,60,6163,70,660,9896,41
81,288,3712,6,243,8614,64,141,7491,15
91,836,5758,74,408,1163,53,394,3733,4
41,328,7472,32,651,9595,17,974,1365,47
60,871,4142,64,820,1712,95,407,5529,55
21,973,8032,1,324,881,35,745,9459,99
20,429,8898,72,473,2868,95,989,6310,53
69,99,7170,77,174,1966,35,950,7826,76
0,600,4975,12,259,7768,22,867,6485,0
4,6,4826,63,959,6928,86,984,3099,37
11,865,763,70,936,1215,57,823,1725,10
89,170,594,9,740,5549,79,905,2507,90
45,262,7867,81,333,265,78,397,7770,6
33,862,5708,41,808,8963,79,540,6224,22
48,371,2155,14,499,5719,52,352,2000,14
77,828,2109,96,673,7359,34,460,8535,99
89,543,9673,55,334,8436,93,218,8005,31
44,724,2235,38,987,1216,82,743,4677,13
26,496,3540,98,494,6056,9,309,5034,62
72,58,7278,74,206,6414,92,120,9030,85
25,334,6233,67,706,9651,14,132,5803,81
46,29,5364,62,141,5131,34,155,5099,29
85,259,5124,52,993,4400,12,354,6903,46
55,545,9785,38,848,9553,70,269,7243,57
93,136,9010,78,350,8394,44,763,4745,96
62,315,568,31,62,2167,76,819,8674,70
47,459,1939,27,38,9340,31,633,8204,37
60,733,9048,7,643,8256,40,659,7619,54
80,407,2270,51,946,6133,84,91,2428,39
25,626,3485,51,52,1843,68,596,4527,54
35,182,7227,33,886,2202,20,723,8169,83
0,246,83,76,878,6196,74,262,9546,64
7,28,8079,95,275,7635,83,338,7838,92
98,309,5547,92,195,749,60,848,1760,23
51,178,1537,39,975,6854,62,809,155,2
78,504,9050,35,233,4638,61,546,2694,1
46,376,9785,17,264,1325,72,894,9488,4
55,277,8509,38,71,7200,77,191,4637,57
85,482,8475,19,330,895,10,656,7168,51
13,275,4789,2,161,3501,12,146,2189,14
89,292,4554,64,420,5756,88,152,2611,34
27,127,5909,2,836,6808,72,843,7965,80
86,744,4907,4,738,440,44,158,9404,70
77,306,2450,83,611,1900,74,172,3078,51
87,72,8643,76,151,7052,93,672,2142,16
1,372,5147,43,391,9235,90,263,4815,8
25,725,707,8,195,1679,48,282,2948,31
13,433,4166,18,665,1199,94,862,9965,55
58,719,5150,37,346,1609,76,76,6132,47
55,833,7069,81,556,9456,67,84,9099,45
6,61,7467,90,346,5670,60,275,5768,50
2,763,434,81,522,5159,97,845,8872,0
22,43,9195,11,763,630,24,59,6006,88
17,369,7627,27,934,3574,68,165,794,33
37,790,1552,28,126,2711,92,723,7203,17
98,860,4282,71,827,3946,4,295,7235,64
14,522,9525,88,230,843,67,782,1109,16
63,693,7345,98,4,7885,46,364,9379,77
88,694,9283,15,8,6264,76,516,9702,84
27,60,3573,47,759,1419,13,841,114,29
73,482,9913,73,981,1466,70,362,4697,35
38,179,1615,97,682,1955,22,377,3191,13
56,634,5447,46,536,6942,98,900,9247,74
16,21,2744,90,82,2664,12,122,6298,53
85,514,9600,12,770,953,99,159,7784,32
89,750,568,79,526,2069,14,21,2130,46
43,715,8397,26,597,3966,49,275,8697,6
24,832,2917,47,489,343,42,415,5497,74
16,757,6740,61,245,3384,2,55,3711,58
12,697,852,51,419,1565,59,511,2474,51
83,682,554,96,538,4316,45,914,4022,31
24,857,1983,48,826,424,38,504,224,73
67,993,4644,25,844,6231,0,924,6786,77
9,572,1999,45,639,9822,4,268,2448,57
66,348,4811,43,204,2512,81,698,760,67
17,564,7619,18,391,2254,56,330,2877,72
99,672,9851,17,8,4378,70,565,8110,79
85,223,4459,62,456,729,35,507,26,38
33,536,308,44,105,9427,1,390,8666,19
7,305,6328,96,414,4662,80,61,337,7
39,302,4274,69,499,8348,76,849,1575,53
82,633,9634,46,949,6861,0,195,9182,32
41,697,2919,64,508,1050,9,892,5704,51
40,355,8568,90,136,6882,65,771,1828,98
5,577,5783,91,313,3280,3,973,5945,2
51,718,9750,66,504,4910,40,109,6942,96
25,268,2116,24,497,2961,4,502,1486,32
63,937,8670,39,399,6009,93,359,3019,24
97,14,4082,80,784,8852,74,221,3183,15
58,517,816,11,264,2023,0,355,6456,20
55,252,792,61,288,8159,37,92,7813,34
58,84,4306,35,850,1637,33,715,8560,80
69,553,9664,51,226,3017,72,303,1693,40
32,729,7121,57,770,9099,82,70,4717,86
52,162,1204,5,998,787,44,480,1908,6
21,236,2189,73,417,285,66,214,7954,93
20,81,8308,95,448,7855,75,947,139,75
69,773,235,99,853,9451,61,194,2291,44
69,589,2440,8,636,8528,49,201,7448,72
3,401,2368,87,942,9347,90,653,9286,88
93,810,490,94,785,6380,3,532,7592,15
74,147,7487,37,10,1453,66,628,5415,67
61,974,4637,66,820,3275,29,205,3433,5
61,436,1272,56,825,204,44,321,1891,67
93,620,1152,98,323,8832,88,398,4061,97
94,559,2284,89,936,4716,39,792,7594,71
23,154,1287,28,26,9518,1,758,8332,92
54,983,4859,77,211,7467,72,144,2891,23
8,587,6967,26,198,5277,21,293,8224,37
2,128,1060,65,558,726,73,885,4888,69
30,118,4633,21,147,1177,20,13,6082,18
39,269,1527,40,268,3823,61,438,4770,76
35,415,6225,20,71,4525,63,46,7773,48
23,834,8701,70,672,8234,32,108,60,72
94,9,1694,15,629,2284,82,906,9291,71
5,409,392,85,882,3802,9,503,1762,46
65,222,8840,15,247,2520,6,677,1913,94
83,841,8618,96,674,8366,37,270,4953,46
91,576,8871,45,554,2921,7,746,4398,51
74,177,7654,0,788,7760,89,775,3910,79
3,176,366,90,887,4530,91,105,7433,23
78,543,4927,68,684,9689,31,900,8958,60
5,850,3513,45,138,5784,77,442,3489,32
93,576,1154,55,900,1867,35,695,5314,10
50,25,393,46,822,1346,5,127,2615,81
61,196,6920,61,322,1025,67,388,4789,64
56,409,748,86,349,5333,83,932,1422,13
65,741,3957,23,593,3281,59,806,6330,89
78,64,6777,2,572,1941,57,124,8934,87
74,477,9533,37,644,1678,6,763,2529,54
7,752,1044,94,461,9021,37,59,99,27
25,395,8183,60,202,9431,93,130,1545,30
50,483,2092,5,970,9535,5,430,6929,90
44,803,7743,19,639,8522,35,662,4912,57
43,663,7266,36,937,8540,21,770,7240,89
4,937,6342,35,607,9458,71,694,564,84
69,822,4575,6,292,6497,56,887,1188,59
25,182,8821,78,787,6618,16,934,6952,54
67,600,5346,99,207,6380,94,269,5405,31
18,263,5609,92,133,8312,17,272,7292,92
83,971,4125,94,610,6147,56,320,4062,56
96,700,2392,75,394,8270,52,538,8106,17
19,26,4924,35,127,7315,90,274,8648,98
11,250,7179,76,87,1842,59,715,7141,67
46,507,8531,53,601,815,67,819,9932,32
0,971,694,39,806,4310,82,164,3472,49
89,702,6493,90,615,4118,24,616,9114,33
13,127,5996,35,884,4176,75,220,9160,23
63,415,4496,92,819,1493,39,953,5730,16
37,827,9978,35,624,9148,29,268,6235,89
36,418,2857,81,963,684,11,600,5449,48
10,655,5669,47,581,3642,62,794,1809,3
99,419,2567,39,803,3545,43,458,929,14
76,823,9644,99,184,2778,24,242,4489,96
2,669,6832,96,950,5875,40,525,8841,50
32,228,4038,20,105,882,99,491,4284,10
5,892,4945,1,347,8097,10,739,2127,53
49,543,8682,17,381,3245,26,501,4241,29
9,78,1276,25,59,16,72,186,1034,43
4,788,8419,77,447,969,78,686,7495,12
22,55,7575,78,710,8086,88,851,8142,81
9,935,172,96,106,1444,72,110,1669,10
43,860,829,82,99,6065,76,550,988,95
1,53,2048,81,116,4997,72,686,5222,98
12,413,5899,24,642,3497,77,75,2063,84
39,472,9321,40,751,9257,9,499,7944,35
1,531,776,73,205,2773,84,676,3828,89
83,201,3968,47,175,9386,70,458,7563,81
64,222,3730,14,997,2737,88,338,5221,37
62,128,6561,81,975,3056,1,445,1605,42
72,329,9161,39,584,8807,11,795,5332,43
16,657,8273,0,606,7282,10,126,8107,30
8,880,9663,18,878,7758,68,697,5785,72
74,739,5973,36,891,7236,45,563,7615,71
14,440,4937,36,201,5907,56,540,9193,98
23,826,1194,72,930,4933,63,35,8458,35
37,895,338,87,594,176,28,221,3828,36
34,127,5954,89,642,2792,75,779,4732,1
93,140,4481,13,233,2087,85,261,6324,84
94,799,3410,72,992,5339,70,485,2655,40
48,469,8265,50,477,8681,1,580,4836,34
68,581,8608,4,118,3322,57,134,3957,28
61,160,9614,99,944,7915,97,940,7372,69
59,448,3461,67,432,8288,45,650,1675,43
49,514,1224,2,738,245,69,102,5904,13
77,388,4855,60,844,2198,28,646,5004,78
74,881,2289,66,622,5169,29,818,8886,16
8,986,8055,13,74,7335,91,502,1529,51
33,523,4540,74,120,4759,68,300,3708,66
75,288,2461,27,360,4140,35,950,8464,69
98,488,7183,61,594,1392,30,236,5784,61
34,26,6318,69,614,5218,32,445,1649,43
0,368,3093,88,243,4279,0,85,6551,36
39,892,4097,17,114,8039,18,351,2862,1
63,12,8320,24,636,7848,80,382,9467,91
21,365,292,76,304,9315,92,190,7757,18
59,122,870,71,829,1270,7,88,2228,82
63,714,9570,75,119,1676,39,651,616,34
92,253,2610,79,997,2882,61,397,191,71
71,714,8062,40,160,4657,0,29,3791,97
10,675,2069,94,685,6280,72,444,9888,2
13,360,9527,68,427,48,91,484,2974,91
59,185,4181,18,323,2800,59,288,4562,15
29,319,4253,26,124,1521,3,62,5363,17
34,433,9208,76,202,8522,39,846,5050,84
84,633,9432,72,72,3,35,151,5807,78
36,690,1890,14,403,6902,30,489,579,52
4,643,5734,83,953,6984,71,531,6179,45
82,299,8674,29,224,4797,55,651,4804,99
77,529,3501,43,893,8992,73,300,2061,60
25,17,1006,2,441,1938,66,821,4258,30
61,475,9044,87,91,8610,72,758,2128,72
3,5,5154,41,836,4161,9,391,81,28
88,186,9204,9,42,483,30,597,4326,73
41,702,3488,72,491,3653,31,169,729,73
88,42,1992,66,677,2742,97,938,9034,49
17,249,612,14,633,1928,97,779,4654,2
39,196,3642,70,819,1010,81,660,9559,74
71,202,8961,16,425,9939,13,94,2784,39
38,964,2963,68,255,4698,3,354,548,91
13,776,1412,2,76,318,97,905,5250,16
31,918,234,97,106,1408,98,614,8948,37
50,778,273,91,167,6837,7,540,7560,22
37,188,5603,14,319,9791,51,2,2743,44
96,846,1719,3,212,5538,86,459,3081,60
22,472,5199,20,253,8759,56,403,5289,8
62,272,5778,6,588,335,39,340,1974,84
14,689,2671,85,28,2870,82,179,1043,44
96,948,1437,35,912,8395,42,738,1258,8
24,89,2120,24,556,7678,38,39,6461,34
16,269,4993,61,721,7536,85,628,4838,46
96,550,8877,63,935,557,57,713,850,40
65,119,9594,48,175,6193,19,587,3790,8
77,566,2774,88,910,2092,83,385,640,74
52,239,9314,35,617,7410,71,251,6100,82
50,264,9478,81,948,3487,90,765,143,9
38,190,9541,72,45,1024,68,613,9401,21
50,282,8745,66,905,3115,14,530,4699,21
69,674,2628,3,16,3090,92,256,4242,34
5,858,2298,83,741,8046,38,426,3618,41
66,756,5326,73,169,5801,85,694,1598,90
6,463,7552,50,264,4315,44,183,1161,14
50,827,3573,11,935,5269,73,183,5030,61
71,725,5964,41,961,1279,75,108,7144,86
41,797,2506,89,712,1754,99,277,2094,17
63,89,587,64,274,9996,82,811,6730,79
14,358,5534,3,106,9637,86,73,3026,68
28,379,9181,4,381,7054,86,781,1063,55
32,166,9897,17,897,9823,24,311,9967,33
93,691,100,98,530,7502,96,459,4492,89
26,992,9014,80,485,4663,33,143,5147,36
35,615,5919,1,919,4950,0,826,1356,15
28,569,1373,13,886,2211,11,986,3488,78
37,832,6822,2,889,4590,56,977,2244,53
56,203,260,59,547,96,41,648,9050,29
96,125,5758,19,512,1990,0,701,4915,64
26,464,3204,52,477,8438,23,299,7915,48
54,344,1411,5,455,8277,12,11,6330,4
32,668,772,21,422,5699,54,385,1882,41
67,953,2053,67,730,6568,0,458,3225,42
85,766,6365,6,558,8349,79,688,7497,38
65,425,3818,50,577,6204,96,166,137,62
9,539,8613,99,118,8692,90,134,8129,25
